housing_median_age,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_household,NEAR BAY,<1H OCEAN,INLAND,ISLAND,NEAR OCEAN
14,2026,788,3.2344,128200,5.248730964,1.124365482,0,0,1,0,0
24,1286,364,3.6,139300,5.351648352,0.994505495,0,0,1,0,0
33,2769,784,4.1448,137300,5.961734694,1.008928571,0,0,1,0,0
33,1326,303,3.7969,128400,5.122112211,0.95049505,0,0,1,0,0
29,649,198,2.7986,114400,4.409090909,1.141414141,0,0,1,0,0
25,1337,417,2.5536,144000,4.510791367,1.038369305,0,0,1,0,0
25,2271,564,2.3049,150000,3.641843972,1.079787234,0,0,1,0,0
7,431,132,2.9107,95300,5.545454545,1.098484848,0,0,1,0,0
27,1970,534,1.4722,91300,3.983146067,1.176029963,0,0,1,0,0
25,1070,374,2.5395,187500,4.970588235,1.237967914,0,0,1,0,0
10,1055,363,4.3264,128900,5.165289256,1.008264463,0,0,1,0,0
24,1815,471,4.7357,162500,6.016985138,0.997876858,0,0,1,0,0
16,912,331,3.625,160400,4.404833837,0.891238671,0,0,1,0,0
20,1545,481,2.5735,130500,4.742203742,0.923076923,0,0,1,0,0
31,1662,472,2.7321,104300,4.703389831,1.11440678,0,0,1,0,0
8,1243,394,4.0614,107000,4.672588832,1.038071066,0,0,1,0,0
5,2028,881,4.0096,182600,5.061293984,1.017026107,0,0,1,0,0
13,2870,984,3.5954,163000,5.387195122,1.041666667,0,0,1,0,0
20,1054,312,4.625,222100,6.25,0.993589744,0,0,1,0,0
17,1859,713,2.9811,231800,5.747545582,1.028050491,0,0,1,0,0
17,1652,479,5.6029,161800,6.058455115,0.993736952,0,0,1,0,0
17,860,256,6.5958,236800,6.95703125,1.0234375,0,0,1,0,0
36,1213,388,4.125,213000,6.030927835,1.010309278,0,0,1,0,0
15,2410,666,5.4824,179700,6.551051051,1.036036036,0,0,1,0,0
5,2335,648,5.7338,225400,5.804012346,0.895061728,0,0,1,0,0
28,561,129,2.5781,111600,5.480620155,1.19379845,0,0,1,0,0
15,2711,762,5.7021,193100,6.437007874,0.933070866,0,0,1,0,0
17,7343,2230,3.6361,157700,5.690134529,1.087892377,0,0,1,0,0
11,2163,676,3.4267,164400,5.128698225,1.107988166,0,0,1,0,0
20,4861,1450,4.7056,165500,5.904137931,0.973103448,0,0,1,0,0
16,1946,591,3.0396,124300,4.837563452,1.130287648,0,0,1,0,0
20,3690,1350,3.4184,162500,4.721481481,1.045925926,0,0,1,0,0
20,5718,1538,3.2073,123500,4.763328999,1.011053316,0,0,1,0,0
30,2170,518,2.3,95600,5.015444015,1.106177606,0,0,1,0,0
24,486,204,4.1719,213500,5.06372549,0.926470588,0,0,1,0,0
25,1284,438,8.5282,360100,7.831050228,1.107305936,0,0,1,0,0
16,1165,379,6.4559,392900,7.64116095,1.065963061,0,0,1,0,0
4,1996,580,6.7813,286300,7.037931034,0.996551724,0,0,1,0,0
4,1871,659,6.9532,277000,7.270106222,1.054628225,0,0,1,0,0
11,1488,463,7.0844,325000,7.835853132,1.012958963,0,0,1,0,0
8,857,251,6.9418,310500,6.741035857,1.007968127,0,0,1,0,0
20,965,285,8.0103,395500,8.856140351,1.09122807,0,0,1,0,0
16,949,289,8.6573,354000,7.598615917,0.993079585,0,0,1,0,0
8,1271,354,7.9627,345400,8.234463277,1.048022599,0,0,1,0,0
10,1221,355,7.7234,304100,8.016901408,1.01971831,0,0,1,0,0
17,1289,407,6.3842,307100,7.933660934,0.995085995,0,0,1,0,0
15,1145,473,5.3525,191700,6.684989429,1.046511628,0,0,1,0,0
19,1523,509,6.075,254100,7.848722986,1.088408644,0,0,1,0,0
22,933,305,8.8204,390500,7.449180328,0.91147541,0,0,1,0,0
9,1815,490,8.4839,406700,7.912244898,1,0,0,1,0,0
24,913,302,5.9328,255900,7.023178808,0.98013245,0,0,1,0,0
17,1291,406,6.2083,242700,7.403940887,1.051724138,0,0,1,0,0
4,1479,663,6.0758,226800,6.520361991,1.16892911,0,0,1,0,0
18,1682,480,5.8407,202900,7.510416667,1.1125,0,0,1,0,0
29,1710,623,3.6219,176600,4.69823435,1.017656501,0,0,1,0,0
16,932,379,2.5868,146900,5.617414248,1.10817942,0,0,1,0,0
30,1404,456,4.2969,165600,5.864035088,0.938596491,0,0,1,0,0
16,794,491,2.6929,119300,4.942973523,1.063136456,0,0,1,0,0
16,1133,350,5.7214,259400,6.231428571,0.917142857,0,0,1,0,0
16,1414,464,5.5292,208600,6.875,1.015086207,0,0,1,0,0
16,1726,497,6.1195,251100,7.752515091,1.088531187,0,0,1,0,0
19,1635,580,5.0681,230500,5.939655172,1.139655172,0,0,1,0,0
27,1071,369,6.5587,239000,6.227642276,0.921409214,0,0,1,0,0
28,1140,385,5.3368,233500,7.241558442,0.961038961,0,0,1,0,0
17,1722,847,2.6074,137500,4.438016529,1.221959858,0,0,1,0,0
11,3841,1621,2.8326,163000,4.560148057,1.107958051,0,0,1,0,0
28,601,219,3.875,174000,5.767123288,1.132420091,0,0,1,0,0
19,1326,573,4.3438,155700,5.181500873,1.055846422,0,0,1,0,0
19,622,322,3.6,136400,5.242236025,1.133540373,0,0,1,0,0
37,939,358,3.4634,145300,5.505586592,0.963687151,0,0,1,0,0
26,1109,536,2.2429,150000,3.460820896,1.031716418,0,0,1,0,0
30,1014,345,2.4667,106000,4.234782609,0.988405797,0,0,1,0,0
22,773,316,2.9812,148800,4.89556962,1.056962025,0,0,1,0,0
17,2417,1094,2.7266,101000,4.038391225,1.148080439,0,0,1,0,0
26,593,188,3.6667,166300,6.122340426,1.063829787,0,0,1,0,0
20,1117,458,3.2321,162500,5.375545852,1.082969432,0,0,1,0,0
23,954,319,3.0357,151500,4.470219436,0.981191223,0,0,1,0,0
33,1209,412,4.3958,145600,5.936893204,0.961165049,0,0,1,0,0
20,1655,524,5.1261,158800,6.13740458,0.984732824,0,0,1,0,0
17,831,262,6.148,243900,7.133587786,1.187022901,0,0,1,0,0
31,1204,435,4.4637,192800,5.887356322,0.951724138,0,0,1,0,0
15,2554,1057,2.6582,122800,4.540208136,1.143803217,0,0,1,0,0
8,2251,765,2.6818,114100,4.649673203,1.163398693,0,0,1,0,0
34,1822,631,3.05,121300,4.499207607,1.04437401,0,0,1,0,0
46,701,294,2.7083,116300,4.129251701,0.955782313,0,0,1,0,0
44,831,326,3.0284,115800,4.680981595,1.033742331,0,0,1,0,0
44,1444,550,2.7159,139300,5.105454545,1.063636364,0,0,1,0,0
21,3067,1055,3.3482,137300,5.366824645,1.123222749,0,0,1,0,0
28,1230,498,3.0978,137200,4.937751004,0.987951807,0,0,1,0,0
29,1278,368,3.5036,123400,5,1.054347826,0,0,1,0,0
24,2204,647,1.7806,135000,4.058732612,1.069551777,0,0,1,0,0
32,1067,302,4.0375,121300,5.877483444,1.039735099,0,0,1,0,0
35,1074,391,4.7176,166400,6.703324808,1,0,0,1,0,0
38,1410,483,3.3836,144900,5.693581781,1.18426501,0,0,1,0,0
37,1165,504,2.9474,139600,4.869047619,1.013888889,0,0,1,0,0
24,2174,859,2.2244,114900,4.706635623,1.108265425,0,0,1,0,0
36,964,395,2.8702,137000,5.24556962,1.032911392,0,0,1,0,0
33,1008,375,2.587,138100,5.549333333,1.090666667,0,0,1,0,0
36,623,261,3.3036,141000,5.689655172,0.904214559,0,0,1,0,0
33,1773,615,3.9227,157200,5.949593496,0.959349593,0,0,1,0,0
37,1284,428,3.3958,130400,6.018691589,1.093457944,0,0,1,0,0
43,1036,391,3.2083,122800,5.038363171,0.969309463,0,0,1,0,0
52,1031,437,3.375,144300,5.180778032,1.004576659,0,0,1,0,0
40,624,242,5.4689,158200,6.648760331,1.066115702,0,0,1,0,0
35,729,253,3.495,118000,4.956521739,0.95256917,0,0,1,0,0
33,1369,475,2.4464,122600,4.183157895,0.957894737,0,0,1,0,0
38,1257,354,3.8355,111700,5.11299435,1.048022599,0,0,1,0,0
39,1537,495,3.4432,106700,5.353535354,1.032323232,0,0,1,0,0
15,2884,734,3.3936,127000,5.532697548,1.104904632,0,0,1,0,0
30,1047,225,3.1597,116300,6.097777778,1.044444444,0,0,1,0,0
19,2818,688,2.8977,126200,5.072674419,1.186046512,0,0,1,0,0
26,2259,566,4.0139,132000,5.779151943,1.051236749,0,0,1,0,0
22,1678,557,3.125,111800,4.71454219,1.132854578,0,0,1,0,0
24,2064,529,4.4946,136000,5.29489603,1.047258979,0,0,1,0,0
20,2229,681,3.0199,128800,5.212922173,1.080763583,0,0,1,0,0
23,1483,383,4.4205,135500,5.078328982,0.945169713,0,0,1,0,0
11,1503,426,4.6167,144000,4.694835681,0.917840376,0,0,1,0,0
12,2400,843,4.7147,158700,5.2514828,0.516014235,0,0,1,0,0
15,1432,449,4.9063,159800,6.013363029,1.024498886,0,0,1,0,0
35,1182,591,1.4464,113200,4.231810491,1.101522843,0,0,1,0,0
52,558,231,1.9236,117200,4.506493506,1.090909091,0,0,1,0,0
41,349,138,2.0893,112500,3.369565217,0.942028986,0,0,1,0,0
16,5110,1389,2.5677,128900,4.326133909,1.151187905,0,0,1,0,0
30,2647,693,2.2765,98100,4.021645022,1.028860029,0,0,1,0,0
38,1823,536,2.837,111200,4.570895522,1.014925373,0,0,1,0,0
52,1269,355,2.6913,108300,4.630985915,1.047887324,0,0,1,0,0
26,1182,365,2.4583,110400,4.361643836,1.175342466,0,0,1,0,0
39,1489,336,1.608,91800,4.181547619,1.008928571,0,0,1,0,0
41,1479,334,2.25,90500,3.505988024,1,0,0,1,0,0
43,851,198,1.7292,79200,3.853535354,1.106060606,0,0,1,0,0
50,590,147,1.9659,85700,4.333333333,0.972789116,0,0,1,0,0
39,1294,303,2.3636,88300,3.99339934,1.02310231,0,0,1,0,0
36,2138,523,2.3347,104000,4.476099426,0.994263862,0,0,1,0,0
33,831,222,2.5391,108600,4.324324324,0.972972973,0,0,1,0,0
6,2533,949,3.625,113600,5.404636459,1.179135933,0,0,1,0,0
16,1973,535,4.6563,162000,6.093457944,0.936448598,0,0,1,0,0
16,1332,356,4.7872,147600,5.845505618,0.97752809,0,0,1,0,0
14,2021,511,3.6467,147500,5.174168297,1.02739726,0,0,1,0,0
15,2039,611,3.9336,151000,5.553191489,0.711947627,0,0,1,0,0
10,2079,663,4.2054,159900,5.515837104,1.04826546,0,0,1,0,0
6,1717,589,3.2062,167500,4.809847199,1.066213922,0,0,1,0,0
13,1284,378,5.2551,194300,6.071428571,0.989417989,0,0,1,0,0
13,776,358,3.0598,99700,4.310055866,1.215083799,0,0,1,0,0
27,321,103,3.9107,186500,5.572815534,1,0,0,1,0,0
9,1138,389,4.4042,159100,5.416452442,1.05655527,0,0,1,0,0
14,1151,352,5.753,185500,6.071022727,0.980113636,0,0,1,0,0
16,1516,475,4.8906,178500,6.404210526,1.103157895,0,0,1,0,0
11,1690,482,6.7544,207900,6.966804979,1.045643154,0,0,1,0,0
15,2373,858,3.449,149100,5.151515152,1.052447552,0,0,1,0,0
28,2623,592,2.5048,100000,3.986486486,1.025337838,0,0,1,0,0
32,1378,268,3.0057,96900,4.212686567,0.936567164,0,0,1,0,0
27,1684,350,2.1944,95700,4.02,1.034285714,0,0,1,0,0
11,1044,371,4.8281,137000,5.525606469,1.029649596,0,0,1,0,0
21,2556,484,2.4716,102500,3.72107438,1.047520661,0,0,1,0,0
10,2088,549,4.1779,159100,5.817850638,1.054644809,0,0,1,0,0
10,2637,831,4.0611,158000,5.880866426,1.119133574,0,0,1,0,0
13,2780,723,5.6168,175400,6.727524205,1.008298755,0,0,1,0,0
9,2280,589,5.5632,195100,7.241086587,0.996604414,0,0,1,0,0
15,2240,621,4.8311,176000,6.347826087,1.064412238,0,0,1,0,0
16,1207,324,5.0431,164100,6.296296296,1.00308642,0,0,1,0,0
15,1219,328,3.8125,170300,5.460365854,1.054878049,0,0,1,0,0
16,1305,356,5.2849,160400,5.907303371,0.97752809,0,0,1,0,0
16,918,239,5.5677,175400,6.271966527,0.970711297,0,0,1,0,0
33,1007,210,2.8281,103600,4.204761905,1.004761905,0,0,1,0,0
8,1785,745,3.1672,150200,5.524832215,1.028187919,0,0,1,0,0
12,3019,782,5.5425,202300,7.181585678,1.113810742,0,0,1,0,0
6,119,42,2.125,416700,5.904761905,1.119047619,0,0,1,0,0
25,99,34,3.9696,500000,10.35294118,1.205882353,0,0,1,0,0
8,25,7,7.7197,275000,9,1.285714286,0,0,1,0,0
29,513,149,2.4375,181300,6.744966443,1.020134228,0,0,1,0,0
5,855,270,5.411,201100,5.137037037,0.874074074,0,0,1,0,0
26,717,204,2.7284,225000,6.004901961,0.975490196,0,0,1,0,0
36,2886,85,4.2578,183300,5.258823529,1.117647059,0,0,1,0,0
2,2801,1001,4.0037,245200,7.536463536,1.514485514,0,0,1,0,0
3,4249,1499,5.485,343100,8.543028686,1.480320213,0,0,1,0,0
5,2795,781,5.9369,225200,7.8553137,1.125480154,0,0,1,0,0
4,7766,2473,5.1333,181800,7.107561666,1.139911039,0,0,1,0,0
16,1463,399,3.9241,131500,5.298245614,0.937343358,0,0,1,0,0
21,1094,327,4.6437,191700,7.50764526,1.165137615,0,0,1,0,0
2,4436,1296,5.285,191700,9.232253086,1.390432099,0,0,1,0,0
2,119,50,4.1,315000,14.36,1.96,0,0,1,0,0
3,2874,886,5.3638,206300,6.44469526,1.03724605,0,0,1,0,0
10,3819,1122,7.8252,361400,8.437611408,1.05258467,0,0,1,0,0
7,5499,1600,5.3678,231700,7.38625,1.090625,0,0,1,0,0
16,5669,1668,6.5138,311500,8.127098321,1.021582734,0,0,1,0,0
14,7363,2410,5.5198,245600,6.559751037,1.031120332,0,0,1,0,0
21,4308,1341,4.4611,164600,6.275913497,1.033557047,0,0,1,0,0
17,3954,1161,4.6997,156900,5.778639104,1.031869078,0,0,1,0,0
10,9716,3744,3.8505,169600,5.412126068,1.045673077,0,0,1,0,0
14,6443,2009,4.7547,157600,5.791438527,1.022896964,0,0,1,0,0
18,3360,1028,4.8889,155700,5.860894942,1.03307393,0,0,1,0,0
4,3455,1228,4.7193,178700,5.664495114,1.035016287,0,0,1,0,0
4,2988,1101,3.7973,181300,4.860127157,1.099000908,0,0,1,0,0
9,10323,3832,3.6033,132600,4.946764092,1.068632568,0,0,1,0,0
17,1987,895,2.3603,139300,4.073743017,1.156424581,0,0,1,0,0
4,3359,1396,3.5186,127800,4.555873926,1.134670487,0,0,1,0,0
27,746,185,1.9531,100800,4.075675676,1.081081081,0,0,1,0,0
16,1757,500,3.9755,120400,4.802,0.93,0,0,1,0,0
4,1083,441,3.1458,118800,4.879818594,1.315192744,0,0,1,0,0
16,2130,564,5.0769,161400,6.104609929,0.996453901,0,0,1,0,0
14,881,245,4.7857,152500,5.971428571,1.065306122,0,0,1,0,0
4,3182,1042,5.2692,174800,5.756238004,1.047984645,0,0,1,0,0
5,3845,1285,4.6727,158900,5.395330739,1.020233463,0,0,1,0,0
18,4028,1145,2.9386,116400,4.895196507,1.137991266,0,0,1,0,0
5,1379,458,3.7917,103000,4.770742358,1.065502183,0,0,1,0,0
4,5804,1705,4.8283,141900,6.795894428,1.053372434,0,0,1,0,0
7,3567,1070,3.2056,134100,5.564485981,1.000934579,0,0,1,0,0
16,3388,878,3.6417,119000,5.760820046,1.099088838,0,0,1,0,0
10,381,119,0.8926,116100,6,1.100840336,0,0,1,0,0
6,5690,1555,4.1797,141000,6.794212219,1.136334405,0,0,1,0,0
35,667,203,2.5833,93500,4.472906404,1.113300493,0,0,1,0,0
7,1064,328,1.9583,108800,5.362804878,1.442073171,0,0,1,0,0
8,3310,988,3.5488,101600,4.768218623,0.974696356,0,0,1,0,0
32,2612,580,3.6394,99200,5.465517241,1.086206897,0,0,1,0,0
32,1124,290,3.1838,98600,5.689655172,1.131034483,0,0,1,0,0
30,1796,503,2.5833,90600,4.546719682,1.055666004,0,0,1,0,0
18,2767,702,3.6602,120700,5.455840456,1.068376068,0,0,1,0,0
19,2482,642,2.9973,113400,4.914330218,0.890965732,0,0,1,0,0
28,1565,340,3.915,117400,5.652941176,1.123529412,0,0,1,0,0
17,1253,357,3.1028,106400,5.137254902,1.092436975,0,0,1,0,0
24,568,187,1.5972,112500,5.438502674,1.213903743,0,0,1,0,0
27,1305,436,2.9107,143100,5.80733945,1.135321101,0,0,1,0,0
24,1582,435,4.3397,195600,6.508045977,1.098850575,0,0,1,0,0
33,884,229,2.7574,125000,6.021834061,1.192139738,0,0,1,0,0
20,660,194,3.9464,207700,7.644329897,1.283505155,0,0,1,0,0
5,2456,666,5.1647,154700,5.942942943,0.998498498,0,0,1,0,0
4,2158,632,5.0175,143400,5.424050633,1.026898734,0,0,1,0,0
4,3527,1098,4.1775,143700,5.495446266,1.06557377,0,0,1,0,0
3,5820,1759,4.2429,147300,7.316657192,1.316088687,0,0,1,0,0
11,5221,1482,5.246,161400,7.290148448,1.007422402,0,0,1,0,0
4,5020,1524,4.7909,149200,7.976377953,1.223097113,0,0,1,0,0
16,1778,251,5.3671,181800,7.047808765,1.011952191,0,0,1,0,0
16,312,76,3.7578,137500,2.539473684,0.592105263,0,0,1,0,0
7,4052,1164,2.9112,121700,5.4604811,1.068728522,0,0,1,0,0
9,3156,900,2.7827,105800,4.764444444,1.13,0,0,1,0,0
6,4048,1154,2.0308,91100,4.827556326,1.140381282,0,0,1,0,0
25,2319,702,3.3958,111900,6.06980057,1.272079772,0,0,1,0,0
18,2231,742,4.1399,115400,5.359838275,1.090296496,0,0,1,0,0
34,834,290,3.7011,99500,4.637931034,0.913793103,0,0,1,0,0
17,2544,780,2.7757,109800,5.267948718,1.133333333,0,0,1,0,0
43,971,366,2.4735,89900,5.18579235,1.142076503,0,0,1,0,0
43,926,349,2.075,95100,4.624641834,1.146131805,0,0,1,0,0
24,2541,753,2.3682,97400,4.61752988,1.103585657,0,0,1,0,0
12,2588,781,2.375,113800,4.606914213,1.060179257,0,0,1,0,0
15,3208,981,3.6025,116400,5.121304791,1.011213048,0,0,1,0,0
28,1750,523,4.1375,128300,6.105162524,1.003824092,0,0,1,0,0
28,1312,444,3.4844,127700,5.18018018,0.943693694,0,0,1,0,0
31,1582,538,4.263,127400,5.960966543,1.040892193,0,0,1,0,0
18,1621,573,2.7437,120200,5.535776614,1.102966841,0,0,1,0,0
21,2657,839,2.7569,127500,5.315852205,1.108462455,0,0,1,0,0
13,2475,1019,2.1189,121700,4.477919529,1.164867517,0,0,1,0,0
21,2292,628,3.3553,113500,5.517515924,1.017515924,0,0,1,0,0
18,1503,500,2.3768,95300,4.906,1.074,0,0,1,0,0
12,3204,1279,2.5181,105500,5.283815481,1.211884285,0,0,1,0,0
5,2204,812,2.5272,92000,6.080049261,1.40270936,0,0,1,0,0
21,2503,720,3.8531,105400,5.030555556,0.926388889,0,0,1,0,0
38,861,299,3.5655,95600,5.153846154,0.969899666,0,0,1,0,0
21,1896,572,3.6466,130600,5.769230769,1.026223776,0,0,1,0,0
29,776,253,3.1287,102000,5.383399209,0.992094862,0,0,1,0,0
29,2602,760,3.5481,105500,5.261842105,1.015789474,0,0,1,0,0
14,1443,376,4.2121,128100,5.140957447,0.92287234,0,0,1,0,0
5,1821,485,4.8889,138900,6.158762887,0.942268041,0,0,1,0,0
16,627,206,4.9444,132700,5.533980583,0.878640777,0,0,1,0,0
36,894,275,3.3066,96300,5.443636364,0.96,0,0,1,0,0
32,1878,661,3.1375,101200,4.809379728,1.001512859,0,0,1,0,0
12,4862,1235,2.4492,103800,5.817004049,1.227530364,0,0,1,0,0
19,572,230,2.4028,112500,4.347826087,0.917391304,0,0,1,0,0
9,1316,370,4.1632,119800,6.021621622,1.075675676,0,0,1,0,0
13,1844,510,3.7198,112900,5.692156863,1,0,0,1,0,0
17,1621,459,3.875,118500,5.840958606,1.023965142,0,0,1,0,0
23,722,263,2.1856,107800,5.041825095,1.140684411,0,0,1,0,0
12,1054,389,2.3456,140800,4.866323907,1.267352185,0,0,1,0,0
17,4115,1088,2.4053,105200,5.477022059,1.110294118,0,0,1,0,0
7,3253,801,4.9196,140500,6.315855181,0.973782772,0,0,1,0,0
8,2184,725,3.3438,127600,5.455172414,1.124137931,0,0,1,0,0
32,2131,593,3.2879,95500,6.097807757,1.064080944,0,0,1,0,0
17,1190,437,2.9554,115000,4.643020595,0.924485126,0,0,1,0,0
11,3095,1036,3.6875,112600,5.486486486,1.099420849,0,0,1,0,0
6,910,234,4.9091,122400,4.94017094,0.816239316,0,0,1,0,0
52,60,16,4.125,262500,3.125,0.5625,0,0,1,0,0
4,4775,1554,3.7348,125800,5.705276705,1.178893179,0,0,1,0,0
5,3615,963,4.4034,133200,6.427829699,1.031152648,0,0,1,0,0
10,3528,932,4.3958,130700,6.154506438,1.013948498,0,0,1,0,0
15,1118,323,3.8558,122700,6.086687307,1.024767802,0,0,1,0,0
26,664,239,3.0278,96800,5.80334728,1.158995816,0,0,1,0,0
28,1661,554,2.066,88100,5.196750903,1.189530686,0,0,1,0,0
44,1270,423,2.3889,86100,4.933806147,1.056737589,0,0,1,0,0
10,1656,675,1.6977,91300,5.042962963,1.266666667,0,0,1,0,0
22,3157,887,4.1581,126500,6.358511838,1.002254791,0,0,1,0,0
35,1555,503,3.25,107100,5.902584493,1.035785288,0,0,1,0,0
32,1614,512,3.8398,118200,6.23046875,1.109375,0,0,1,0,0
18,3114,1002,4.0294,133200,5.865269461,1.040918164,0,0,1,0,0
26,1862,552,3.7286,132000,7.101449275,1.032608696,0,0,1,0,0
29,1683,608,2.3205,87600,4.636513158,1.047697368,0,0,1,0,0
31,1227,489,2.3578,88600,5.290388548,1.085889571,0,0,1,0,0
33,1366,338,3.6227,92800,5.633136095,1.014792899,0,0,1,0,0
17,1612,516,3.3571,112300,6.083333333,1.102713178,0,0,1,0,0
17,3533,940,3.9191,101600,5.79893617,1.072340426,0,0,1,0,0
17,1550,338,3.025,81800,5.639053254,0.98816568,0,0,1,0,0
27,1841,564,2.8682,96400,5.175531915,0.973404255,0,0,1,0,0
14,1729,537,3.5139,146800,5.569832402,0.972067039,0,0,1,0,0
28,1480,341,2.9844,79200,5.586510264,1.090909091,0,0,1,0,0
31,1049,335,2.1935,72700,4.794029851,1.056716418,0,0,1,0,0
28,1196,312,1.6993,67800,4.721153846,1.067307692,0,0,1,0,0
32,1457,329,1.8438,66600,5.139817629,1.072948328,0,0,1,0,0
29,1296,351,1.9423,69700,4.689458689,1.113960114,0,0,1,0,0
37,1198,348,2.225,81600,5.270114943,1.129310345,0,0,1,0,0
32,2086,551,2.2974,84500,4.898366606,1.001814882,0,0,1,0,0
36,1054,279,2.4444,73400,6.154121864,1.247311828,0,0,1,0,0
41,1430,344,2.4524,70400,5.340116279,1.188953488,0,0,1,0,0
37,2055,563,2.3508,70500,5.094138544,1.019538188,0,0,1,0,0
39,1752,477,1.4066,66400,4.63312369,1.044025157,0,0,1,0,0
33,838,211,1.3417,69000,4.421800948,1.037914692,0,0,1,0,0
30,1214,311,2.2449,93200,7.508038585,1.167202572,0,0,1,0,0
18,2317,659,1.6375,72400,4.566009105,1.122913505,0,0,1,0,0
29,991,280,2.125,70600,5.335714286,1.021428571,0,0,1,0,0
29,341,107,0.7069,70300,3.093457944,0.794392523,0,0,1,0,0
38,1208,324,2.2604,68100,4.512345679,1.040123457,0,0,1,0,0
41,994,270,1.4891,67300,4.551851852,1.118518519,0,0,1,0,0
38,1356,363,2.0391,70400,4.691460055,1.060606061,0,0,1,0,0
26,568,196,3.3516,105600,5.142857143,0.836734694,0,0,1,0,0
29,2188,518,3.2656,90600,5.621621622,1.092664093,0,0,1,0,0
34,1578,365,3.0833,88400,5.764383562,1.063013699,0,0,1,0,0
14,6640,2299,2.4878,103800,5.144410613,1.063505872,0,0,1,0,0
14,3255,1150,2.5902,111500,5.202608696,1.064347826,0,0,1,0,0
5,4916,1519,4.4367,133200,6.102040816,1.056616195,0,0,1,0,0
16,489,136,5.7628,221300,5.691176471,0.897058824,0,0,1,0,0
20,543,188,5.2072,164300,6.170212766,0.962765957,0,0,1,0,0
17,439,141,6.1426,155000,6.304964539,0.929078014,0,0,1,0,0
26,1396,576,3.1736,122200,5.392361111,1.046875,0,0,1,0,0
26,1765,727,1.7456,86800,5.127922971,1.221458047,0,0,1,0,0
35,2127,778,3.2232,88300,5.36503856,1.088688946,0,0,1,0,0
28,1304,420,4.3676,111100,6.392857143,1.011904762,0,0,1,0,0
30,1172,438,1.875,89700,5.668949772,1.308219178,0,0,1,0,0
25,1650,569,3.0078,87100,4.912126538,1.04745167,0,0,1,0,0
6,2943,1162,3.6362,106500,4.871772806,1.10757315,0,0,1,0,0
19,1176,381,5.5136,137100,6.62992126,1,0,0,1,0,0
6,999,188,4.7222,109000,5.680851064,0.968085106,0,0,1,0,0
7,1584,499,4.6312,124900,5.839679359,0.963927856,0,0,1,0,0
5,2564,1056,2.9877,119900,4.46780303,1.079545455,0,0,1,0,0
13,2189,620,3.7949,106300,5.832258065,1.072580645,0,0,1,0,0
9,316,152,4.0156,131000,4.677631579,0.914473684,0,0,1,0,0
7,2578,1147,3.3281,122200,5.010462075,1.139494333,0,0,1,0,0
33,608,260,4.3438,115000,6.180769231,1.084615385,0,0,1,0,0
38,332,138,2.4107,88000,5.362318841,1.18115942,0,0,1,0,0
40,509,182,2.06,85500,5.28021978,1.093406593,0,0,1,0,0
39,841,320,1.9432,89000,5.565625,1.046875,0,0,1,0,0
44,972,281,3.2292,86100,5.291814947,0.971530249,0,0,1,0,0
38,1190,403,1.8654,89400,4.990074442,1.111662531,0,0,1,0,0
34,1195,391,3.9231,96000,5.20971867,0.984654731,0,0,1,0,0
45,401,174,3.8594,90800,5.413793103,0.954022989,0,0,1,0,0
38,1047,269,2.2865,65500,4.784386617,1.055762082,0,0,1,0,0
34,971,249,2.0583,64800,4.526104418,1.104417671,0,0,1,0,0
37,1127,351,1.1667,70900,4.022792023,0.977207977,0,0,1,0,0
35,1296,362,1.9286,68500,4.480662983,1.085635359,0,0,1,0,0
36,773,224,2.6307,66400,4.803571429,1.263392857,0,0,1,0,0
42,444,120,2.6771,67000,4.375,0.925,0,0,1,0,0
38,1225,317,1.4663,64000,3.810725552,1.012618297,0,0,1,0,0
52,731,190,1.9044,64900,4.478947368,1,0,0,1,0,0
41,816,197,1.9375,64100,5.609137056,1.304568528,0,0,1,0,0
52,1238,341,2.0089,68100,4.272727273,1.217008798,0,0,1,0,0
44,504,137,1.775,63400,4.299270073,0.948905109,0,0,1,0,0
28,2406,655,1.5208,69500,4.425954198,1.152671756,0,0,1,0,0
27,1737,463,3.1213,78800,4.43412527,0.995680346,0,0,1,0,0
42,711,183,1.8681,59700,4.37704918,0.961748634,0,0,1,0,0
40,745,243,2.1842,75200,4.325102881,1.004115226,0,0,1,0,0
34,1009,311,1.608,73700,4.295819936,1.109324759,0,0,1,0,0
32,1151,446,6.2236,159700,6.488789238,0.957399103,0,0,1,0,0
36,604,259,3.8292,122200,6.694980695,1.081081081,0,0,1,0,0
38,796,344,3.8125,97400,5.75872093,0.997093023,0,0,1,0,0
42,856,352,2.9667,97000,5.144886364,0.980113636,0,0,1,0,0
38,1135,453,2.875,99100,5.426048565,1.077262693,0,0,1,0,0
26,1068,501,1.9832,122100,4.928143713,1.061876248,0,0,1,0,0
35,972,398,2.3778,90700,5.095477387,1.145728643,0,0,1,0,0
32,815,401,3.1765,135000,5.411471322,1.072319202,0,0,1,0,0
40,968,416,3.4906,93300,5.682692308,1.052884615,0,0,1,0,0
52,646,256,4.0481,97300,6.57421875,1.0390625,0,0,1,0,0
49,757,324,3.2976,102600,5.617283951,0.990740741,0,0,1,0,0
40,1214,493,2.3947,81900,4.442190669,1.006085193,0,0,1,0,0
45,771,319,2.5417,82900,5.009404389,0.984326019,0,0,1,0,0
